,Name,URLS,Treatment
2286,Chylomicron retention disease,/diseases/9683/chylomicron-retention-disease,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2287,"Chylothorax, congenital",/diseases/10156/chylothorax-congenital,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2288,Chylous ascites,/diseases/1359/chylous-ascites,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2289,Cytomegalic inclusion disease,/diseases/1657/cytomegalic-inclusion-disease,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2290,Ocular cicatricial pemphigoid,/diseases/8759/ocular-cicatricial-pemphigoid,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2291,PGM3-CDG,/diseases/4331/pgm3-cdg,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2292,Nonbullous congenital ichthyosiform erythroderma,/diseases/9736/nonbullous-congenital-ichthyosiform-erythroderma,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2293,Ciguatera fish poisoning,/diseases/6113/ciguatera-fish-poisoning,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2294,Intestinal pseudoobstruction neuronal chronic idiopathic X-linked,/diseases/3017/intestinal-pseudoobstruction-neuronal-chronic-idiopathic-x-linked,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2295,"Immotile cilia syndrome, due to defective radial spokes",/diseases/2981/immotile-cilia-syndrome-due-to-defective-radial-spokes,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2296,"Ciliary discoordination, due to random ciliary orientation",/diseases/1360/ciliary-discoordination-due-to-random-ciliary-orientation,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2297,Primary ciliary dyskinesia,/diseases/4484/primary-ciliary-dyskinesia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2298,Ciliary dyskinesia with excessively long cilia,/diseases/2982/ciliary-dyskinesia-with-excessively-long-cilia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2299,"Ciliary dyskinesia, due to transposition of ciliary microtubules",/diseases/1361/ciliary-dyskinesia-due-to-transposition-of-ciliary-microtubules,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2300,Ciliary dyskinesia-bronchiectasis,/diseases/1362/ciliary-dyskinesia-bronchiectasis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2301,Hereditary sensory and autonomic neuropathy type 7,/diseases/12732/hereditary-sensory-and-autonomic-neuropathy-type-7,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2302,Congenital insensitivity to pain with anhidrosis,/diseases/3006/congenital-insensitivity-to-pain-with-anhidrosis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2303,Non 24 hour sleep wake disorder,/diseases/10949/non-24-hour-sleep-wake-disorder,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2304,Circumscribed cutaneous aplasia of the vertex,/diseases/1365/circumscribed-cutaneous-aplasia-of-the-vertex,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2305,Circumscribed disseminated keratosis Jadassohn Lew type,/diseases/1366/circumscribed-disseminated-keratosis-jadassohn-lew-type,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2306,Hairy palms and soles,/diseases/8461/hairy-palms-and-soles,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2307,Neonatal intrahepatic cholestasis caused by citrin deficiency,/diseases/10214/neonatal-intrahepatic-cholestasis-caused-by-citrin-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2308,Citrulline transport defect,/diseases/9949/citrulline-transport-defect,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2309,Creutzfeldt-Jakob disease,/diseases/6956/creutzfeldt-jakob-disease,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2310,Clostridium septicum infection,/diseases/11969/clostridium-septicum-infection,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2311,Congenital lipoid adrenal hyperplasia,/diseases/1465/congenital-lipoid-adrenal-hyperplasia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2312,Clark-Baraitser syndrome,/diseases/9994/clark-baraitser-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2313,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,/diseases/12665/classic-congenital-adrenal-hyperplasia-due-to-21-hydroxylase-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2314,SLC4A1-associated distal renal tubular acidosis,/diseases/12355/slc4a1-associated-distal-renal-tubular-acidosis,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2315,Classical Ehlers-Danlos syndrome,/diseases/2088/classical-ehlers-danlos-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2316,Hemochromatosis type 1,/diseases/10417/hemochromatosis-type-1,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2317,Hemophilia A,/diseases/6591/hemophilia-a,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2318,Lissencephaly 1,/diseases/5049/lissencephaly-1,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2319,Classical-like Ehlers-Danlos syndrome,/diseases/8507/classical-like-ehlers-danlos-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2320,Cleidocranial dysplasia,/diseases/6118/cleidocranial-dysplasia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2321,Congenital lobar emphysema,/diseases/2104/congenital-lobar-emphysema,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2322,Hidradenocarcinoma,/diseases/10439/hidradenocarcinoma,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2323,Clear cell renal cell carcinoma,/diseases/9574/clear-cell-renal-cell-carcinoma,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2324,Novak syndrome,/diseases/4015/novak-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2325,Verloove Vanhorick Brubakk syndrome,/diseases/5482/verloove-vanhorick-brubakk-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2326,Cleft lip and palate malrotation cardiopathy,/diseases/1371/cleft-lip-and-palate-malrotation-cardiopathy,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2327,Pilotto syndrome,/diseases/4368/pilotto-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2328,Kuster syndrome,/diseases/3152/kuster-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2329,Cleft lip and/or palate with mucous cysts of lower,/diseases/1372/cleft-lip-andor-palate-with-mucous-cysts-of-lower,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2330,Van der Woude syndrome,/diseases/8414/van-der-woude-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2331,Cleft lip palate dysmorphism Kumar type,/diseases/1375/cleft-lip-palate-dysmorphism-kumar-type,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2332,Cleft lip palate oligodontia syndactyly pili torti,/diseases/1381/cleft-lip-palate-oligodontia-syndactyly-pili-torti,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2333,Cleft lip palate pituitary deficiency,/diseases/1382/cleft-lip-palate-pituitary-deficiency,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2334,Cleft lip palate-tetraphocomelia,/diseases/1383/cleft-lip-palate-tetraphocomelia,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2335,McPherson Clemens syndrome,/diseases/3430/mcpherson-clemens-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2336,Martinez Monasterio Pinheiro syndrome,/diseases/3404/martinez-monasterio-pinheiro-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2337,Popliteal pterygium syndrome,/diseases/3242/popliteal-pterygium-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2338,Juberg-Hayward syndrome,/diseases/3060/juberg-hayward-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2339,Crane-Heise syndrome,/diseases/8428/crane-heise-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
2340,Zlotogora syndrome,/diseases/375/zlotogora-syndrome,"Standard treatment guidelines have not been established for acquired amegakaryocyticthrombocytopenia. However, various immunosuppressive treatment approaches have been utilized in affected people. In several case reports, affected people were successfully treated withcyclosporineeither alone or in combination with other immunosuppressive medications (i.e. antithymocyte globulin). Other therapies for acquired amegakaryocytic thrombocytopenia have includedrituximab,danazol,azathioprine, andbone marrow transplantwith variable success.[1]To determine the best treatment for you or a family member, please speak with a healthcare provider."
